,text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,agreement_is_noise_or_spam_text,agreement_related_to_election_2024,agreement_toxicity,agreement_polarized,agreement_profanity_obscenity,agreement_threat_incitement_to_violence,agreement_insults,agreement_identity_attack,agreement_sexually_explicit,cleaned_text
20944,3-1445,"['20', '18']",Ilan pape & noam chomsky mengamini kalo dibalik colonialism israel terhadap palestina itu emg ada motif islamophobia. Jd kalo ada yg blg “ih bela palestine mentang2 sesama muslim” Jawab aja : memang ❤️,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Ilan pape & noam chomsky mengamini kalo dibalik colonialism israel terhadap palestina itu emg ada motif islamophobia. Jd kalo ada yg blg “ih bela palestine mentang2 sesama muslim” Jawab aja : memang ❤️
20950,3-1450,['20'],"Saya sangat menyesal Skali mengikuti live tv one yg sedang berbincang tentang masalah Hamas (Palestina), dan Israel karna pengacaranya seakan-akan tidak profesional dalam bekerja seakan-akan dia berpihak pada satu sisi tanpa melihat yg lain😁😁😁🤦🤦 #tvone #indonesia",,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Saya sangat menyesal sekali mengikuti live TV One yang sedang berbincang tentang masalah Hamas (Palestina) dan Israel karena pengacaranya seakan-akan tidak profesional dalam bekerja, seakan-akan dia berpihak pada satu sisi tanpa melihat yang lain 😁😁😁🤦🤦 #tvone #indonesia"
20952,3-1452,['20'],di china pki nunggu bibit buah apel mangga dua jeruk di cangkok pohonnya 1000 lebih di gunung Pki sana,,Tionghoa,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,di china pki nunggu bibit buah apel mangga dua jeruk di cangkok pohonnya 1000 lebih di gunung Pki sana
20966,3-1465,['20'],sewajar saja kalau dukung. berjuanglah buat rakyat. klo mmng dukung anies. skrg udah bisa mikir tanya 2 program2 apa yg bakal di tawarkan atau ada permintaan buat kesejahteraan bersama. klo nge war ama PD yah gak bakal,,UNKNOWN,0,1,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,sewajar saja kalau dukung. berjuanglah buat rakyat. klo mmng dukung anies. skrg udah bisa mikir tanya 2 program2 apa yg bakal di tawarkan atau ada permintaan buat kesejahteraan bersama. klo nge war ama PD yah gak bakal
20973,3-1471,['20'],"Yang paling berdosa terhadap kaum Yahudi itu para penguasa Eropa. Mulai dari Ratu Isabel yg mengusir Yahudi dari Spanyol sampai Hitler yg memanggang mrk di kamar gas. Tp kurang ajarnya, kaum Zionist yg ngaku cucu Nabi ini melampiaskan dendam dan kegilaannya kpd bangsa Arab.",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Yang paling berdosa terhadap kaum Yahudi itu para penguasa Eropa. Mulai dari Ratu Isabel yg mengusir Yahudi dari Spanyol sampai Hitler yg memanggang mrk di kamar gas. Tp kurang ajarnya, kaum Zionist yg ngaku cucu Nabi ini melampiaskan dendam dan kegilaannya kpd bangsa Arab."
20975,3-1473,"['20', '23', '31']","Ketua Bidang Fatwa MUI, Asrorun Niam Sholeh, mengatakan wajib hukumnya mendukung kemerdekaan Palestina. Sebaliknya, haram hukumnya mendukung Israel dan para pendukungnya. jadi udah pas kalo #UninstallGrabNow",,Jewish,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,"Ketua Bidang Fatwa MUI, Asrorun Niam Sholeh, mengatakan wajib hukumnya mendukung kemerdekaan Palestina. Sebaliknya, haram hukumnya mendukung Israel dan para pendukungnya. jadi udah pas kalo #UninstallGrabNow"
20976,3-1474,['20'],IMM Jatim Aksi Bela Palestina dan Kecam Keras Israel #Muhammadiyah #IkatanMahasiswaMuhammadiyah #FreePalestineNow #GenocideinGaza,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,IMM Jatim Aksi Bela Palestina dan Kecam Keras Israel #Muhammadiyah #IkatanMahasiswaMuhammadiyah #FreePalestineNow #GenocideinGaza
20980,3-1478,"['20', '23', '31']",Orang2 zionis Israel dan pendukungnya saat ini sedang menabung.. Menabung tiket untuk ke neraka jahanam,,Jewish,0,0,1,0,0,0,1,0,0,True,True,False,False,False,True,False,False,True,Orang2 zionis Israel dan pendukungnya saat ini sedang menabung.. Menabung tiket untuk ke neraka jahanam
20985,3-1482,['20'],Kalo mereka bilang 'ini bukan tentang agama.' Ga salah juga.. Tapi mohon banget jangan sampe itu keluar dari mulut kalian yang muslim 😭 Jelas2 dr awal Yahudi cuma mau Palestine aja udah agama bgt. Jelas2 juga perintah Rasulullah SAW buat umat islam untuk jaga Al-Aqsa 😭,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Kalo mereka bilang 'ini bukan tentang agama.' Ga salah juga.. Tapi mohon banget jangan sampe itu keluar dari mulut kalian yang muslim 😭 Jelas2 dr awal Yahudi cuma mau Palestine aja udah agama bgt. Jelas2 juga perintah Rasulullah SAW buat umat islam untuk jaga Al-Aqsa 😭
20997,3-1493,['20'],Hanya orang dungu yang percaya Israel Zionist laknatullah. Kapokmu kapaan #Riba #Dajjal,,Jewish,0,0,1,1,1,0,1,0,0,True,True,True,True,True,True,True,True,True,Hanya orang dungu yang percaya Israel Zionist laknatullah. Kapokmu kapaan #Riba #Dajjal
20999,3-1495,"['20', '18']","Seorang ibu Palestina mengucapkan selamat tinggal terakhir kpd kedua anaknya yg dibantai Israel dlm serangan udara di Gaza. Kt tidak pernah dengar tentara Hamas dan tentara Palestina menyasar ibu, bayi dan anak anak. Tapi apa yg dilakukan Zionis sangat biadab",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,False,True,True,True,True,"Seorang ibu Palestina mengucapkan selamat tinggal terakhir kpd kedua anaknya yg dibantai Israel dlm serangan udara di Gaza. Kt tidak pernah dengar tentara Hamas dan tentara Palestina menyasar ibu, bayi dan anak anak. Tapi apa yg dilakukan Zionis sangat biadab"
21001,3-1497,['20'],"liat2 video palestine almost everyday dan gatau udah segede apa benci gue sm israel. semoga ada 1 negara terkuat ngebom/nuklir/bakar tu negara habis2an!.🙏🏻 israel tu selicik2nya kumpulan manusia yg gatau terimakasih si, definisi udh dikasih hati malah maling seluruh organ 🤷‍♀️",,Jewish,0,0,1,1,0,1,0,0,0,True,True,True,True,True,True,True,True,True,"liat2 video palestine almost everyday dan gatau udah segede apa benci gue sm israel. semoga ada 1 negara terkuat ngebom/nuklir/bakar tu negara habis2an!.🙏🏻 israel tu selicik2nya kumpulan manusia yg gatau terimakasih si, definisi udh dikasih hati malah maling seluruh organ 🤷‍♀️"
21012,3-1506,"['20', '18']",Bukan hanya Prabowo yang jadi korban pengkhianatan Cak Imin tetapi Gus Dur juga pernah . . . Jepang Vina Politik Identitas Malming Hasto Niki Zeus Chinese Taipei Maroko Hokky Turkmenistan pengguna baru Germany Speed Speed Lula Rempang First Lady #melon #Morocco,,Tionghoa,0,1,1,1,0,0,0,0,0,True,True,True,True,True,True,False,False,True,Bukan hanya Prabowo yang jadi korban pengkhianatan Cak Imin tetapi Gus Dur juga pernah . . . Jepang Vina Politik Identitas Malming Hasto Niki Zeus Chinese Taipei Maroko Hokky Turkmenistan pengguna baru Germany Speed Speed Lula Rempang First Lady #melon #Morocco
21019,3-1512,"['20', '18']","ini org"" pd sakit pd stress tpi maav gue ga reach out i gotta put me first gue juga antara waras dan gila",,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,True,True,False,True,True,False,True,"Ini orang pada sakit pada stress tapi maaf saya tidak reach out, I gotta put me first, saya juga antara waras dan gila."
21021,3-1514,['20'],"orang gila mana yang ngerjain 6 tugas sekaligus dalam 1 hari???? mwehehehehe iyaaa aku 😁 (karena besok ada pleno dan besok-besoknya aku harus ke sc, daripada ditunda tunda jadi kepikiran mending sekalian aja ga siiii)",,Disabilitas,0,0,1,0,1,0,0,0,0,True,True,True,True,True,True,True,True,True,"orang gila mana yang ngerjain 6 tugas sekaligus dalam 1 hari???? mwehehehehe iyaaa aku 😁 (karena besok ada pleno dan besok-besoknya aku harus ke sc, daripada ditunda tunda jadi kepikiran mending sekalian aja ga siiii)"
21024,3-1517,['20'],Potensi lidah pedasku ini kugunakan untuk mengolok-olok Israel setiap hari,,Jewish,0,0,1,1,0,1,0,0,0,True,True,True,True,True,True,True,True,True,Potensi lidah pedasku ini kugunakan untuk mengolok-olok Israel setiap hari
21026,3-1519,"['20', '23', '31']","Anak ingusan jadi cawapres? Ini bukan cuma soal umur, tapi juga kematangan politik. Jangan sampai hanya jadi boneka di panggung politik #OrdeBaruReborn",,UNKNOWN,0,1,1,0,0,0,1,0,0,True,False,False,True,True,True,False,False,True,"Anak ingusan jadi cawapres? Ini bukan cuma soal umur, tapi juga kematangan politik. Jangan sampai hanya jadi boneka di panggung politik #OrdeBaruReborn"
21031,3-1523,['20'],"Teringat Perang Khandaq: Israel Kepung Palestina, Tel Aviv Dikepung Banjir Duluan",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Teringat Perang Khandaq: Israel Kepung Palestina, Tel Aviv Dikepung Banjir Duluan"
21040,3-1531,['20'],Apakah Kita Harus Ikut Memboikot Produk yang Terafiliasi dengan Israel ?,,Jewish,0,0,1,1,0,1,0,1,0,True,True,True,True,True,True,True,True,True,Apakah kita harus ikut memboikot produk yang terafiliasi dengan Israel?
21041,3-1532,"['20', '18']","Berbagai kekisruhan yang terjadi di Timur Tengah; pembunuhan, teror, dan segala macamnya adalah pekerjaan tangan-tangan Zionis Israel, untuk mengecohkan kaum Muslimin, untuk menjadikan masyarakat dunia lupa, bahwa masalah sebenarnya adalah kanker Zionis Israel. #PalestinaMelawan",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,"Berbagai kekisruhan yang terjadi di Timur Tengah; pembunuhan, teror, dan segala macamnya adalah pekerjaan tangan-tangan Zionis Israel, untuk mengecohkan kaum Muslimin, untuk menjadikan masyarakat dunia lupa, bahwa masalah sebenarnya adalah kanker Zionis Israel. #PalestinaMelawan"
21043,3-1534,['20'],"Mereka (barat) mengutuk tindakan Hamas sebagai tindakan t3ror1sme, apakah mereka lupa akan peran mereka sebelumnya, dimana mereka membuang orang² yahudi yg mengungsi dari eropa??? Dan setahun kemudian para pengungsi merampas tanah suci Palestina, dan mendirikan !!!",,"Jewish, Rohingya",0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Mereka (barat) mengutuk tindakan Hamas sebagai tindakan t3ror1sme, apakah mereka lupa akan peran mereka sebelumnya, dimana mereka membuang orang² yahudi yg mengungsi dari eropa??? Dan setahun kemudian para pengungsi merampas tanah suci Palestina, dan mendirikan !!!"
21044,3-1535,"['20', '23', '31']","Ini bukan lagi perang antara Yahudi dengan Palestina, apalagi antara Islam dengan non Islam. Tapi antara penjajah zionis dengan RASA Kemanusiaan. Dan kita pasti tahu persis berpihak pada siapa.",,Jewish,0,0,1,0,0,0,0,1,0,True,True,False,False,True,False,True,False,True,"Ini bukan lagi perang antara Yahudi dengan Palestina, apalagi antara Islam dengan non‑Islam. Tapi antara penjajah zionis dengan rasa kemanusiaan. Dan kita pasti tahu persis berpihak pada siapa."
21063,3-1552,"['20', '23', '31']","Wah gila sih, Bandung dimana2 bau sampah. Selain di depan rmh org, di TPS menggunung gila",,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,True,True,"Wah gila sih, Bandung dimana-mana bau sampah. Selain di depan rumah orang, di TPS menggunung gila"
21068,3-1557,"['20', '18']",Israel yahudi laknatullah mengklaim mereka dapat mengendalikan keadaan tapi faktanya Al-Qassam bisa merangsak masuk ke kotanya n akan mengambil ahli markas militernya n serta membunuh perwira angkatan lautnya n jangan pernah takut trus maju n mereka yahudi laknatullah hanya bnr2,,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,False,False,True,True,True,Israel yahudi laknatullah mengklaim mereka dapat mengendalikan keadaan tapi faktanya Al-Qassam bisa merangsak masuk ke kotanya n akan mengambil ahli markas militernya n serta membunuh perwira angkatan lautnya n jangan pernah takut trus maju n mereka yahudi laknatullah hanya bnr2
21083,3-1570,"['20', '23', '31']","Dapatkah anda sebutkan berapa orang Yahudi yg hidup di negara² mayoritas muslim, termasuk di Indonesia, yg dibantai? Lalu anda hari ini adalah saksi tentang betapa banyak orang muslim dibantai oleh rezim Zionis - yg mempolitisasi ras & agama Yahudi - yg kini menduduki Palestina.",,Jewish,0,0,1,0,0,0,0,0,0,True,True,False,False,True,False,True,False,True,"Dapatkah anda sebutkan berapa orang Yahudi yg hidup di negara² mayoritas muslim, termasuk di Indonesia, yg dibantai? Lalu anda hari ini adalah saksi tentang betapa banyak orang muslim dibantai oleh rezim Zionis - yg mempolitisasi ras & agama Yahudi - yg kini menduduki Palestina."
21084,3-1571,"['20', '18']",Pesawat Israel mengebom sejumlah rumah warga di atas kepala warganya di pusat Kota Gaza #อุ้มทวีพร #GranConstanza #كتائب_القسام #Gaza_Genocide #Gazabombing #GazaUnderSiege #GazaCity #Gaza #IsraelTerrorists #Iran #Turkey #NorthKorea,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,Pesawat Israel mengebom sejumlah rumah warga di atas kepala warganya di pusat Kota Gaza #อุ้มทวีพร #GranConstanza #كتائب_القسام #Gaza_Genocide #Gazabombing #GazaUnderSiege #GazaCity #Gaza #IsraelTerrorists #Iran #Turkey #NorthKorea
21090,3-1577,['20'],Gontor serukan unit usaha di internal pesantren tinggalkan produk pro Israel,,Jewish,0,0,1,1,0,1,0,1,0,True,True,True,True,True,True,True,True,True,Gontor serukan unit usaha di internal pesantren tinggalkan produk pro Israel
21096,3-1582,"['20', '18']","JDI WALIKOTA SOLO 2X, JADI GUBERNUR DKI 1, JADI PRESIDEN 2X DAN LO MASIH NGRIBUTIN IJASAH JOKOWI, KENP KADRUN GK RIBUT SAAT JOKOWI DAFTAR WALIKOTA SOLO, KLO SKRG TELAT JADI PRESIDENYA JUGA MAU TAMAT... HAHAHA KDRUN BODOH.. 🤣🤣",,UNKNOWN,0,0,1,1,0,0,1,1,0,True,False,True,True,False,False,True,True,True,"JDI WALIKOTA SOLO 2X, JADI GUBERNUR DKI 1, JADI PRESIDEN 2X DAN LO MASIH NGRIBUTIN IJASAH JOKOWI, KENP KADRUN GK RIBUT SAAT JOKOWI DAFTAR WALIKOTA SOLO, KLO SKRG TELAT JADI PRESIDENYA JUGA MAU TAMAT... HAHAHA KDRUN BODOH.. 🤣🤣"
21098,3-1584,['20'],Anak anak kecil ga punya dosa jangan lah kau bunuh dimna hati nurani kalian emang dasar Yahudi kau 🇵🇸 @falestina @friipalestin,,Jewish,0,0,1,1,1,0,1,1,0,True,True,True,True,True,True,True,True,True,Anak anak kecil ga punya dosa jangan lah kau bunuh dimna hati nurani kalian emang dasar Yahudi kau 🇵🇸 @falestina @friipalestin
21100,3-1586,['20'],"Pemilu 2024 jangan mau pilih pemimpin Daerah Koruptor pro OPM. Hajatan demokrasi lima tahunan negeri ini bakal digelar awal tahun depan. Pemilu harus menjadi momentum selektif, bersih-bersih dari politik koruptif. #BasmiKSTPengacauPapua Gaza Zionis Perang #なんで生きてるの",,Jewish,0,0,1,1,0,0,0,0,0,True,True,True,True,True,True,True,True,True,"Pemilu 2024 jangan mau pilih pemimpin Daerah Koruptor pro OPM. Hajatan demokrasi lima tahunan negeri ini bakal digelar awal tahun depan. Pemilu harus menjadi momentum selektif, bersih-bersih dari politik koruptif. #BasmiKSTPengacauPapua Gaza Zionis Perang #なんで生きてるの"
21102,3-1588,['20'],Sepengangguran pengangguran nya elu jangan jadi buzzer israel ya. Gue jg baru tau,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Sepengangguran pengangguran nya elu jangan jadi buzzer israel ya. Gue jg baru tau
21103,3-1589,"['20', '23', '31']","Kyk nya woman support woman itu hanya berlaku bagi kaum transgender deh, supaya mereka di akui dan di bela padahal mah nyari2 pengakuan dr perempuan asli",,LGBTQ+,0,0,1,1,0,0,0,1,0,True,True,True,False,True,True,False,False,True,"Kyk nya woman support woman itu hanya berlaku bagi kaum transgender deh, supaya mereka di akui dan di bela padahal mah nyari2 pengakuan dr perempuan asli"
21107,3-1592,['20'],Org pinter pasti pilih Ganjar Mahfud Org bodoh pasti plih DP 0 porsen 🤣🤣😂🤣😂🤣😂🤣,,UNKNOWN,0,1,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,Org pinter pasti pilih Ganjar Mahfud Org bodoh pasti plih DP 0 porsen 🤣🤣😂🤣😂🤣😂🤣
21124,3-1607,['20'],"Mungkin karena China sering makan babi , kan mayoritas orang Indonesia anti babi , mungkin jijik atau gimana gitu , ini mungkin ya #TikTok",,Tionghoa,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Mungkin karena China sering makan babi , kan mayoritas orang Indonesia anti babi , mungkin jijik atau gimana gitu , ini mungkin ya #TikTok"
21131,3-1613,"['20', '23', '31']","Bangsa Israel Monyet Biadap!! Mereka Hanya Sanggup Membantai Anak², Perempuan dan Warga Sipil! JANGAN DI-LIKE‼️ Retweet Saja!!",,Jewish,0,0,1,1,1,0,1,0,0,True,True,False,False,False,False,False,False,True,"Bangsa Israel Monyet Biadap!! Mereka Hanya Sanggup Membantai Anak², Perempuan dan Warga Sipil! JANGAN DI-LIKE‼️ Retweet Saja!!"
21134,3-1616,"['20', '18', '23', '31']",Kalo negara udah berdaulat = haknya gak bisa dirampas/diintervensi sama pihak lain. Udah gila DK PBB pada bolos PIHI kali yah,,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,True,True,Kalau negara sudah berdaulat = haknya tidak bisa dirampas/diintervensi sama pihak lain. Sudah gila DK PBB pada bolos PIHI kali yah.
21139,3-1620,['20'],"Israel Berdamai dengan Negara Arab seperti Mesir dan Arab Saudi, kenapa Palestina sulit, karena ada teroris yg berkuasa di Palestina bukan otoritas Palestina. #utas pidato perdamaian PM Israel di PBB..",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Israel Berdamai dengan Negara Arab seperti Mesir dan Arab Saudi, kenapa Palestina sulit, karena ada teroris yg berkuasa di Palestina bukan otoritas Palestina. #utas pidato perdamaian PM Israel di PBB.."
21142,3-1623,['20'],"Heran sma yg rep knp minta di hapus ngatain yg post bodoh?? ngga sanggup yah di ksih fakta gni😅 orang si jeki sendiri yg ngomong, kok pda tantrum🤣 emang dsarnya si jeki ngga mampu berdiri sendiri tanpa bantuan zionis sma bang PD, tinggal duduk manis langsung sukses mantulll",,Jewish,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Heran sama yang rep kenapa minta dihapus, menegur yang posting bodoh?? nggak sanggup ya di kasih fakta ini 😅 orang si Jeki sendiri yang ngomong, kok pada tantrum 🤣 memang dasarnya si Jeki nggak mampu berdiri sendiri tanpa bantuan zionis sama bang PD, tinggal duduk manis langsung sukses mantul"
21143,3-1624,['20'],"JANCOOOKKK...❗ IKI GAWE PERANG SODARA KLO BEGINI..❗ SATU DITOLAK,TAPI NYELIP DI ATURAN YANG LAEN❗ MK BUTA TULI,NURANI...❗",,Disabilitas,0,1,1,1,1,0,1,0,0,True,True,True,True,True,True,True,True,True,"Jancok...❗ Ini buat perang, sodara kalau begini..❗ Satu ditolak, tapi nyelip di aturan yang lain❗ Mereka buta tuli, Nurani...❗"
21144,3-1625,['20'],Cawapres Cacat Hukum Akibat Ambisi Untuk Melanggengkan Kekuasaan Segala cara dihalalkan,,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,Cawapres Cacat Hukum Akibat Ambisi Untuk Melanggengkan Kekuasaan Segala cara dihalalkan
21146,3-1627,['20'],"Ya Allah, tak tergambar lg dh betapa zalimnya Zionis 😭😭😭 begitu juga tak tergambarnya kerasnya hati mereka yg menyokong Zionis 😭 smg Allah pelihara kita dari menzalimi dan dizalimi.",,Jewish,0,0,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"Ya Allah, tak tergambar lg dh betapa zalimnya Zionis 😭😭😭 begitu juga tak tergambarnya kerasnya hati mereka yg menyokong Zionis 😭 smg Allah pelihara kita dari menzalimi dan dizalimi."
21148,3-1629,['20'],"Fyi : Pasukan Israel menembakkan bom gas ke warga Palestina yang mencoba melaksanakan salat Jumat di lingkungan Wadi al-Joz di Yerusalem yang dijajah, setelah mencegah mereka mencapai Masjid Al-Aqsa. Ya Allah beneran iblis mereka ini 💔💔💔 ALLAH MAHA TAU DAN MAHA MELIHAT…",,Jewish,0,0,1,1,1,0,1,0,0,True,True,True,True,True,True,True,True,True,"Fyi : Pasukan Israel menembakkan bom gas ke warga Palestina yang mencoba melaksanakan salat Jumat di lingkungan Wadi al-Joz di Yerusalem yang dijajah, setelah mencegah mereka mencapai Masjid Al-Aqsa. Ya Allah beneran iblis mereka ini 💔💔💔 ALLAH MAHA TAU DAN MAHA MELIHAT…"
21150,3-1630,['20'],"Mengapa Israel menunda melakukan operasi darat, apakah mereka takut masuk jalur gaza? #اعصار_تيج #مستشفى_القدس #IsraelPalestineConflict #adp2023",,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Mengapa Israel menunda melakukan operasi darat, apakah mereka takut masuk jalur gaza? #اعصار_تيج #مستشفى_القدس #IsraelPalestineConflict #adp2023"
21154,3-1634,['20'],Pendukungnya Anies seketika bungkam . . Rabu Sore Gege Tante Lina TKA China PPPK ARMY FOREVER BANGTAN FOREVER 40 T HYBE Malang Jujutsu Kaisen INDOMY FOR YOONGI LeeMinHo Jurnalis Sukuna Man United Mata Najwa,,Tionghoa,0,1,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,Pendukungnya Anies seketika bungkam . . Rabu Sore Gege Tante Lina TKA China PPPK ARMY FOREVER BANGTAN FOREVER 40 T HYBE Malang Jujutsu Kaisen INDOMY FOR YOONGI LeeMinHo Jurnalis Sukuna Man United Mata Najwa
21155,3-1635,['20'],"Ini saatny Ibu Sri Mulyani mundur dr menteri keuangan. @jokowi, bersama Anwar Usman & partai² koalisi pendukung kepentingan CHINA (Prabowo & Gibran) ingin berkuasa dgn menabrak konstitusi. Bibit² perpecahan mulai muncul. @prastow",,Tionghoa,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"Ini saatny Ibu Sri Mulyani mundur dr menteri keuangan. @jokowi, bersama Anwar Usman & partai² koalisi pendukung kepentingan CHINA (Prabowo & Gibran) ingin berkuasa dgn menabrak konstitusi. Bibit² perpecahan mulai muncul. @prastow"
21157,3-1637,['20'],"artis2 ga terkenal mah bodoamat, klo artis2 sekaligus aktifis yg citrnya pinter tp dukung zionis ya mungkin aja lg pd lolong, but wait, im not racis but """"",,Jewish,0,0,1,1,1,0,1,0,0,True,True,True,True,True,True,True,True,True,"artis2 ga terkenal mah bodoamat, klo artis2 sekaligus aktifis yg citrnya pinter tp dukung zionis ya mungkin aja lg pd lolong, but wait, im not racis but """""
21160,3-164,"['19', '18']","#Gaza tak sendirian. Begini cara pemuda-pemuda di Abu Dis, di selatan #MasjidilAqsha, menghadapi dan merintangi para serdadu Yahudi Zionis yang sedang memburu para Mujahidin yang sudah menginfiltrasi #BaitulMaqdis. Laporan @alQastalps Selasa malam 10/10/2023 #TaufanAlAqsha",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,"#Gaza tak sendirian. Begini cara pemuda-pemuda di Abu Dis, di selatan #MasjidilAqsha, menghadapi dan merintangi para serdadu Yahudi Zionis yang sedang memburu para Mujahidin yang sudah menginfiltrasi #BaitulMaqdis. Laporan @alQastalps Selasa malam 10/10/2023 #TaufanAlAqsha"
21171,3-165,"['19', '18']","Hasil prestasi Zionis Israel yang berhasil membantai anak-anak Gaza, maka merekapun diberi hadiah oleh McDonals untuk merayakannya, Masih mau beli produk Yahudi? #BDS #BoycottMcDonalds",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,False,False,True,True,"Hasil prestasi Zionis Israel yang berhasil membantai anak-anak Gaza, maka merekapun diberi hadiah oleh McDonals untuk merayakannya, Masih mau beli produk Yahudi? #BDS #BoycottMcDonalds"
21189,3-1666,['20'],"Pagi2 sekali.. kabut mash menggelayut.. terlihat heli tempur & pesawat pembom israel menghujani bom ke arah pemukiman padat penduduk.. (Mrk mungkin berfikir, subuh adl waktu yg plg tepat utk menyerang krn sebagian besar milisi perlawanan sdg melakukan sholat subuh) ~AlArabiya",,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Pagi2 sekali.. kabut mash menggelayut.. terlihat heli tempur & pesawat pembom israel menghujani bom ke arah pemukiman padat penduduk.. (Mrk mungkin berfikir, subuh adl waktu yg plg tepat utk menyerang krn sebagian besar milisi perlawanan sdg melakukan sholat subuh) ~AlArabiya"
21191,3-1668,"['20', '23', '31']",Pada dasarnya orang indonesia tu lucu lucu guyss humoris gitu. Kalo yg galucu campuran yahudi israel gitu pasti dia.,,Jewish,0,0,1,0,0,0,1,0,0,True,True,False,False,True,True,False,False,True,"Pada dasarnya orang Indonesia itu lucu‑lucu, guys, humoris gitu; kalau yang gagalu campuran Yahudi‑Israel pasti begitu."
21198,3-1674,"['20', '23', '31']","Kmrm ada yang bercanda (dia kl bercanda tuh nyata, kek ngatain org gendut, ya emg org nya gendut gt), nah dia bercandain gw, bilang gini di depan kelas pake logat2 cina brcnda ""Muka kaya (nama q) mana ada yang mau looo"" Jujur dr dulu prnh diginiin jg tp baru kali ini terang2an",,"Tionghoa, Disabilitas",0,0,1,0,0,0,1,0,0,True,True,False,True,True,True,False,False,True,"Kmrm ada yang bercanda (dia kl bercanda tuh nyata, kek ngatain org gendut, ya emg org nya gendut gt), nah dia bercandain gw, bilang gini di depan kelas pake logat2 cina brcnda ""Muka kaya (nama q) mana ada yang mau looo"" Jujur dr dulu prnh diginiin jg tp baru kali ini terang2an"
21203,3-1679,['20'],Ternyata pengguna motor di bandung lebih gila bawa motornya dibanding di jakarta,,Disabilitas,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Ternyata pengguna motor di bandung lebih gila bawa motornya dibanding di jakarta
21210,3-1685,['20'],Sudah 2 pekan sejak pejuang2 Palestina menyerang Zionis Katanya mereka mau hajar pejuang2 Palestina sampai habis. Ratusan tank2 sudah dikerahkan Tapi mana buktinya? Sampai sekarang sejengkalpun mereka belum berani bergerak maju. Cuma bombardir2 saja.,,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,Sudah 2 pekan sejak pejuang2 Palestina menyerang Zionis Katanya mereka mau hajar pejuang2 Palestina sampai habis. Ratusan tank2 sudah dikerahkan Tapi mana buktinya? Sampai sekarang sejengkalpun mereka belum berani bergerak maju. Cuma bombardir2 saja.
21211,3-1686,['20'],Paman Cawapres Cacat Moral! Gibran dan Anwar Usman tamat! @parkourjkt,,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,Paman Cawapres Cacat Moral! Gibran dan Anwar Usman tamat! @parkourjkt
21219,3-1693,"['20', '18']","Kaum Yahudi Tanamkan Keraguan pada Umat Islam, Pagi Beriman Sorenya Murtad",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Kaum Yahudi Tanamkan Keraguan pada Umat Islam, Pagi Beriman Sorenya Murtad"
